英雄名,职业名,职业,生命,攻击,智力,防御,魔防,技巧,生命带小数,攻击带小数,智力带小数,防御带小数,魔防带小数,技巧带小数,铸纹生命,铸纹攻击,铸纹智力,铸纹防御,铸纹魔防,铸纹技巧,铸纹特效,铸纹特效生命,铸纹特效攻击,铸纹特效智力,铸纹特效防御,铸纹特效魔防,铸纹特效技巧,兵修生命,兵修攻击,兵修防御,兵修魔防,心之羁绊4,心之羁绊7,英雄头像,职业图标
阿尔弗雷德,剑士统帅,步兵,4257,523,249,346,282,148,4256.517,522.510296,248.80284,346.332171,282.200872,147.76607,1000,150,30,90,90,20,攻击+10%，使用[怒涛冲击]时若自身处于“水中”，战后该技能冷却时间-2。,0,0.1,0,0,0,0,0.2,0.3,0.35,0.1,遭受范围伤害降低10%。,主动攻击血量百分比低于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/34/34xi9him8owdl7ttbanqd9vvno9fwnm.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E5%B0%94%E5%BC%97%E9%9B%B7%E5%BE%B7.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
阿尔弗雷德,海骑统帅,水兵,4257,523,226,346,264,113,4256.517,522.510296,226.372887,346.332171,263.900603,112.8105,1000,150,30,90,90,20,攻击+10%，使用[怒涛冲击]时若自身处于“水中”，战后该技能冷却时间-2。,0,0.1,0,0,0,0,0.2,0.3,0.35,0.1,在水中时，遭受魔法伤害降低10%。,在水中时，暴击率提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/34/34xi9him8owdl7ttbanqd9vvno9fwnm.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E5%B0%94%E5%BC%97%E9%9B%B7%E5%BE%B7.png,https://patchwiki.biligame.com/images/langrisser/d/d0/c1pkxu78pkarz4jej3l9ar096zfxvwy.png
阿卡菲尔,孤高的超王,魔物,4105,260,590,291,340,110,4105.2195,260.11128,590.468912,290.508632,339.56759,110.35024,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.25,0.1,自身处于[危险范围]内，遭受暴击率降低10%。,部队血量100%时，伤害提高10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fb/2ldtqpclh07gsveb2cer2gvh3tvslri.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E5%8D%A1%E8%8F%B2%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
阿卡娅,西卡招魂师,法师,3513,455,532,267,337,109,3513.06824,455.333712,532.44456,266.542976,337.491712,108.8165,800,110,150,90,90,20,攻击、智力+5%，[狼魂]死亡时，阿卡娅获得：造成伤害提升10%，持续1回合。,0,0.05,0.05,0,0,0,0.25,0.25,0.25,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/16/3lhdby1p6vw5p1yyee42zd9255dk3ox.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E5%8D%A1%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
阿卡娅,西卡圣女,骑兵,3812,552,464,287,281,146,3811.62117,551.587584,464.333712,286.980224,280.542976,145.81411,800,110,150,90,90,20,攻击、智力+5%，[狼魂]死亡时，阿卡娅获得：造成伤害提升10%，持续1回合。,0,0.05,0.05,0,0,0,0.25,0.25,0.25,0.25,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/16/3lhdby1p6vw5p1yyee42zd9255dk3ox.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E5%8D%A1%E5%A8%85.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
阿雷斯,龙骑统帅,飞兵,4096,599,228,305,321,187,4095.7042,598.532994,228.08392,304.7484,321.244659,186.511,1000,150,30,90,90,20,攻击+5%；触发天赋清除[掠阵]的效果时[无畏飓风]的冷却时间减少1回合，且每清除1个[掠阵]使自身随机伤害技能冷却时间减少1回合。,0,0.05,0,0,0,0,0.15,0.4,0.3,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/3b/mb9qxlpelu6rgzc1lmvq5rmcvuuf6k7.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E9%9B%B7%E6%96%AF.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
阿雷斯,皇帝,步兵,4415,567,249,329,286,168,4415.005,567.364272,249.4944,329.4042,286.368168,168.00316,1000,150,30,90,90,20,攻击+5%；触发天赋清除[掠阵]的效果时[无畏飓风]的冷却时间减少1回合，且每清除1个[掠阵]使自身随机伤害技能冷却时间减少1回合。,0,0.05,0,0,0,0,0.15,0.4,0.3,0.15,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/3/3b/mb9qxlpelu6rgzc1lmvq5rmcvuuf6k7.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E9%9B%B7%E6%96%AF.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
阿伦,大元帅,枪兵,4800,418,233,350,186,103,4800.41898,418.15219,232.555635,350.33606,186.460876,102.6755,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.1,0.1,0.35,0.35,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/10/9c0l90kr9zttp8czdlltjz1qzx5br5k.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E4%BC%A6.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
阿玛迪斯,圣灵骁骑,骑兵,4713,583,239,297,273,103,4712.659,583.196856,238.72277,296.817028,272.83976,103.1576,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.25,0.3,0.3,0.15,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/b8/5w5izrwm4nmcz0qpo775bko43rkch4z.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E7%8E%9B%E8%BF%AA%E6%96%AF.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
阿玛迪斯,荒野骑将,骑兵,4368,614,239,285,245,103,4367.75756,614.477937,238.72277,284.949328,244.98479,103.1576,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.25,0.3,0.3,0.15,自身处于[危险范围]内，遭受暴击率降低10%。,部队血量高于80%时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/b8/5w5izrwm4nmcz0qpo775bko43rkch4z.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E7%8E%9B%E8%BF%AA%E6%96%AF.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
阿瑞安赫德,枪之圣女,枪兵,4846,557,241,344,251,159,4845.85793,557.339304,240.768073,343.563741,250.954982,159.21575,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.15,0.2,0.3,0.35,遭受范围伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/15/jqpgbc2njjt1lidoco0xsckgia6cc90.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E7%91%9E%E5%AE%89%E8%B5%AB%E5%BE%B7.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
阿瑞安赫德,钢之圣女,僧侣,4207,557,265,307,341,159,4207.48461,557.339304,264.62436,306.508632,341.432473,159.21575,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.15,0.2,0.3,0.35,受到攻击进入战斗时，遭受魔法伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/15/jqpgbc2njjt1lidoco0xsckgia6cc90.png/82px-%E5%A4%B4%E5%83%8F_%E9%98%BF%E7%91%9E%E5%AE%89%E8%B5%AB%E5%BE%B7.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
埃格贝尔特,隐士,法师,3651,307,444,275,329,86,3651.06824,307.001039,443.581184,275.082483,329.332171,85.6895,1000,30,150,90,90,20,智力+5%。主动造成伤害后有50%的几率对敌军造成一次[固定伤害]，伤害值为智力的1倍。,0,0,0.05,0,0,0,0.35,0.1,0.15,0.35,部队血量低于70%时，遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/1e/rxn6c3plhtfxlb53wvk71pknhlcm5e1.png/82px-%E5%A4%B4%E5%83%8F_%E5%9F%83%E6%A0%BC%E8%B4%9D%E5%B0%94%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
埃格贝尔特,黑暗统帅,法师,3490,278,471,275,351,74,3490.396625,278.41972,471.21479,275.082483,351.38749,73.69297,1000,30,150,90,90,20,智力+5%。主动造成伤害后有50%的几率对敌军造成一次[固定伤害]，伤害值为智力的1倍。,0,0,0.05,0,0,0,0.35,0.1,0.15,0.35,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/1e/rxn6c3plhtfxlb53wvk71pknhlcm5e1.png/82px-%E5%A4%B4%E5%83%8F_%E5%9F%83%E6%A0%BC%E8%B4%9D%E5%B0%94%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
艾尔玛,圣者,僧侣,3595,333,462,278,361,85,3594.74544,333.096776,462.272512,277.59228,360.96021,85.4711,1000,30,150,90,90,20,智力+5%；[圣光之镜]的持续回合+1，且额外获得效果“行动结束时恢复施加者1.5倍智力的生命”。,0,0,0.05,0,0,0,0.2,0.1,0.3,0.4,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/rgfd78lv4tzfw3lugbjfo6pwk85nyag.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B0%94%E7%8E%9B.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
艾尔玛,神使,僧侣,3424,333,462,256,370,85,3424.40475,333.096776,462.272512,256.239845,369.73417,85.4711,1000,30,150,90,90,20,智力+5%；[圣光之镜]的持续回合+1，且额外获得效果“行动结束时恢复施加者1.5倍智力的生命”。,0,0,0.05,0,0,0,0.2,0.1,0.3,0.4,部队血量低于70%时，遭受伤害降低10%。,与具有弱化效果的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/rgfd78lv4tzfw3lugbjfo6pwk85nyag.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B0%94%E7%8E%9B.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
艾尔文,光龙统帅,SP骑兵,5006,578,235,340,270,130,5006.482,578.196856,234.616551,339.946172,269.909992,129.75736,1000,150,30,90,90,20,周围2格没有友军时使用[永恒的辉光]进入战斗，攻击提升30%，击杀目标后，主动触发一次[永恒的辉光]被动效果，本次效果“帝国之辉”友军也可以获得。,0,0,0,0,0,0,0.15,0.35,0.35,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/5h0zrct11snd9ypj65q9li5peuazjk3.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B0%94%E6%96%87.png,https://patchwiki.biligame.com/images/langrisser/4/48/du4zjt5e4ddhc565uah0swevwl0k8yy.png
艾尔文,英雄,步兵,4822,573,258,356,270,154,4821.50225,572.78116,257.86332,355.535468,269.909992,154.26327,1000,150,30,90,90,20,周围2格没有友军时使用[永恒的辉光]进入战斗，攻击提升30%，击杀目标后，主动触发一次[永恒的辉光]被动效果，本次效果“帝国之辉”友军也可以获得。,0,0,0,0,0,0,0.15,0.35,0.35,0.15,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/5h0zrct11snd9ypj65q9li5peuazjk3.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B0%94%E6%96%87.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
艾尔文,大元帅,枪兵,5129,544,235,378,217,116,5129.12957,544.231275,234.616551,378.43892,216.888114,116.3905,1000,150,30,90,90,20,周围2格没有友军时使用[永恒的辉光]进入战斗，攻击提升30%，击杀目标后，主动触发一次[永恒的辉光]被动效果，本次效果“帝国之辉”友军也可以获得。,0,0,0,0,0,0,0.15,0.35,0.35,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d5/5h0zrct11snd9ypj65q9li5peuazjk3.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B0%94%E6%96%87.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
艾拉斯卓,狼骑统帅,弓兵,3418,591,244,244,283,233,3418.396625,591.364272,244.28976,244.2586,283.4384,232.72605,1000,150,30,90,90,20,攻击、暴击率+5%，自身携带弓兵士兵时上述效果翻倍。,0,0.05,0,0,0,0,0.2,0.35,0.35,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/08/ctqol7xvm4dfuywj3fiu68r8aidbrqt.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%8B%89%E6%96%AF%E5%8D%93.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
艾拉斯卓,游侠,弓兵,3418,563,244,253,319,233,3418.396625,562.61173,244.28976,253.3066,319.4042,232.72605,1000,150,30,90,90,20,攻击、暴击率+5%，自身携带弓兵士兵时上述效果翻倍。,0,0.05,0,0,0,0,0.2,0.35,0.35,0.1,遭受范围伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/08/ctqol7xvm4dfuywj3fiu68r8aidbrqt.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%8B%89%E6%96%AF%E5%8D%93.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
艾蕾因,剑圣,步兵,4154,605,274,318,301,243,4153.6565,604.814281,273.702,318.461824,300.508632,242.51585,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.2,0.15,遭受范围伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/75/aijtn25yaljw66qbxrj4fvtwmzh8qwn.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E8%95%BE%E5%9B%A0.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
艾蕾因,剑之少女,步兵,4436,605,249,343,280,185,4436.41898,604.814281,249.02735,343.491712,279.767093,184.93625,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.2,0.15,部队血量低于70%时，进入，战斗后遭受伤害降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/7/75/aijtn25yaljw66qbxrj4fvtwmzh8qwn.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E8%95%BE%E5%9B%A0.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
艾马林克,大元帅,枪兵,5001,458,251,368,208,90,5001.24897,457.970205,251.072653,368.43892,208.263074,89.96,1000,150,30,90,90,20,攻击、防御+5%，[幕影]和[反计]的持续回合+1。,0,0.05,0,0.05,0,0,0.35,0.15,0.35,0.1,受到攻击进入战斗时，遭受物理伤害降低10%。,部队血量高于80%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/21hmbe4nd0qa1p829dyijmxnkki7w6s.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E9%A9%AC%E6%9E%97%E5%85%8B.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
艾马林克,骑士统帅,骑兵,4400,483,251,320,239,101,4399.66669,482.847512,251.072653,320.318536,238.900603,100.7552,1000,150,30,90,90,20,攻击、防御+5%，[幕影]和[反计]的持续回合+1。,0,0.05,0,0.05,0,0,0.35,0.15,0.35,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/21hmbe4nd0qa1p829dyijmxnkki7w6s.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E9%A9%AC%E6%9E%97%E5%85%8B.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
艾梅达,曙光的恩眷,SP法师,3918,259,535,249,422,111,3917.6957,258.91008,534.81817,249.344843,421.786125,110.83072,1000,30,150,90,90,20,智力+5%。使用“终极吐槽”或“吐槽大会”后该技能冷却时间随机减少1-4回合。,0,0,0.05,0,0,0,0.25,0.15,0.35,0.25,遭受范围伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/92/qgca6jdj39yr9ba6mk1sdk09u47zrmy.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%A2%85%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/5/5f/ezra5x07c4zwxr6r7rtcuwemr4gkdz2.png
艾梅达,神使,僧侣,3227,311,491,230,408,81,3226.5845,311.476672,490.63104,229.739231,408.1636,81.3345,1000,30,150,90,90,20,智力+5%。使用“终极吐槽”或“吐槽大会”后该技能冷却时间随机减少1-4回合。,0,0,0.05,0,0,0,0.2,0.1,0.3,0.35,部队血量100%时，遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/92/qgca6jdj39yr9ba6mk1sdk09u47zrmy.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%A2%85%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
艾梅达,圣者,僧侣,3378,311,491,250,399,81,3378.46688,311.476672,490.63104,249.534344,399.4068,81.3345,1000,30,150,90,90,20,智力+5%。使用“终极吐槽”或“吐槽大会”后该技能冷却时间随机减少1-4回合。,0,0,0.05,0,0,0,0.2,0.1,0.3,0.35,部队血量高于80%时，遭受暴击率降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/92/qgca6jdj39yr9ba6mk1sdk09u47zrmy.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E6%A2%85%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
艾米莉亚,圣枪统帅,枪兵,4584,376,300,392,329,90,4584.46185,375.938837,300.001039,392.43892,329.1441,89.73322,1000,150,30,90,90,20,部队血量越高时，部队反击伤害提升越多，最多提升15%。,0,0,0,0,0,0,0.4,0.1,0.15,0.35,部队血量高于80%时，遭受暴击率降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/8e/lynodkh1xlr05cqbailfo3w183zgt9i.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E7%B1%B3%E8%8E%89%E4%BA%9A.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
艾米莉亚,圣骑统帅,僧侣,4911,376,300,370,356,90,4910.74625,375.938837,300.001039,369.535468,355.85455,89.73322,1000,150,30,90,90,20,部队血量越高时，部队反击伤害提升越多，最多提升15%。,0,0,0,0,0,0,0.4,0.1,0.15,0.35,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/8e/lynodkh1xlr05cqbailfo3w183zgt9i.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E7%B1%B3%E8%8E%89%E4%BA%9A.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
艾丝蒂尔,樱花无双,枪兵,5352,481,235,413,197,96,5351.73148,480.936576,234.616551,413.11099,196.740925,95.79583,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.4,0.1,0.35,0.15,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/64/79suiochc21149l2vmshkscrlv6x4d5.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E4%B8%9D%E8%92%82%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
艾丝蒂尔,烈波无双,枪兵,5023,540,235,404,220,111,5023.12957,539.587584,234.616551,403.99487,220.49251,111.3905,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.4,0.1,0.35,0.15,遭受范围伤害降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/64/79suiochc21149l2vmshkscrlv6x4d5.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E4%B8%9D%E8%92%82%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
艾希恩,荣光仡刃,步兵,4483,607,243,327,280,190,4482.93843,606.730195,242.844602,327.272932,279.912529,189.93625,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.25,0.35,0.15,0.25,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/b8/mekey0838ii75hy3pfjb4b5p12tn2xq.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B8%8C%E6%81%A9.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
艾希恩,凛空皓翼,飞兵,4193,607,267,303,312,171,4193.39775,606.730195,266.90664,303.178264,311.591046,170.74305,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.25,0.35,0.15,0.25,受到远程攻击时，遭受物理伤害降低10%。,本部队有5个以上的强化状态时，战斗中伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/b/b8/mekey0838ii75hy3pfjb4b5p12tn2xq.png/82px-%E5%A4%B4%E5%83%8F_%E8%89%BE%E5%B8%8C%E6%81%A9.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
爱克雪拉,漆黑皇女,枪兵,4828,533,247,315,244,183,4828.40121,532.510296,246.950821,315.332171,244.163106,182.92725,1000,150,30,90,90,20,攻击+5%；释放[远古之歌]后，自身获得[蓄力]，使用后可以再次攻击（无法移动）。,0,0.05,0,0,0,0,0.2,0.35,0.3,0.15,遭受治疗效果+10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/0r7ptdyieol6e575y90f42jotpy4p2d.png/82px-%E5%A4%B4%E5%83%8F_%E7%88%B1%E5%85%8B%E9%9B%AA%E6%8B%89.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
爱克雪拉,驭龙骑士,飞兵,4218,561,247,291,331,183,4217.62117,560.806317,246.950821,291.049042,331.244659,182.92725,1000,150,30,90,90,20,攻击+5%；释放[远古之歌]后，自身获得[蓄力]，使用后可以再次攻击（无法移动）。,0,0.05,0,0,0,0,0.2,0.35,0.3,0.15,遭受范围伤害降低10%。,本部队有7个以上的强化状态时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/0r7ptdyieol6e575y90f42jotpy4p2d.png/82px-%E5%A4%B4%E5%83%8F_%E7%88%B1%E5%85%8B%E9%9B%AA%E6%8B%89.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
