装备名称,类别,生命,攻击,智力,防御,魔防,技巧,基础加成,满级特效,常驻生命,常驻攻击,常驻智力,常驻防御,常驻魔防,常驻技巧,满血生命,满血攻击,满血智力,满血防御,满血魔防,满血技巧,80血生命,80血攻击,80血智力,80血防御,80血魔防,80血技巧,50血生命,50血攻击,50血智力,50血防御,50血魔防,50血技巧,50血以下生命,50血以下攻击,50血以下智力,50血以下防御,50血以下魔防,50血以下技巧,图片地址
烬火的守望(光佑使徒专属),头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+10%。自身每拥有1层[镜光]，部队造成伤害提升2%。行动结束时，若自身拥有5层[镜光]，为生命最低的友军恢复生命，恢复量为自身智力的2.5倍。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/41/dmhv3cmqmi1aar4v15241i9qg487uxx.png/59px-%E7%83%AC%E7%81%AB%E7%9A%84%E5%AE%88%E6%9C%9B.png
热砂熔岚(洛斯塔姆专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命，防御+5%。触发[盛怒角斗]的被动效果时，同时获得“暴击率提升10%”，持续1回合。自身处于“沙漠”时，同样可以触发[盛怒角斗]的被动效果。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/0pxrqlvnzc0sqpre89wsyghtymjnxku.png/57px-%E7%83%AD%E7%A0%82%E7%86%94%E5%B2%9A.png
煌焰永誓(克洛泰尔专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。任意敌军拥有[破灭的炎纹]时，自身周围2格以内友军“攻击、智力”提升10%。对敌军造成技能伤害后，获得“下次技能伤害提升25%”。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/bb/3pp0a23esy93t5cuwflmccph1ybgx5l.png/56px-%E7%85%8C%E7%84%B0%E6%B0%B8%E8%AA%93.png
熔鳞之怒,武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%。自身触发“再行动”时，获得“技能伤害提升10%”，持续1回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/77/4dpsgcuc4lr00724t5be3zxoimo7228.png/59px-%E7%86%94%E9%B3%9E%E4%B9%8B%E6%80%92.png
燎星之陨(贝蒂专属),头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+10%。部队血量越低时，造成的固定伤害越高，最多提升30%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c4/6en16ah705kr7cf7nbhlmminabm17xx.png/55px-%E7%87%8E%E6%98%9F%E4%B9%8B%E9%99%A8.png
狩猎戎革,衣服,509,0,0,59,0,0,生命+509，防御+59,生命、防御+5%。进入战斗时，若自身技巧高于敌军，有30%的概率发动，本次战斗部队遭受伤害降低20%。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/10/duqiw2by1qwkovp0ybz9avajqjuppax.png/59px-%E7%8B%A9%E7%8C%8E%E6%88%8E%E9%9D%A9.png
猎魔礼帽,头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时，若相邻有其他友军，则使自身及相邻随机1名其他友军获得“遭受范围伤害降低15%”与“免疫无法使用主动技能”，持续1回合。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/f3/o1nnwc8n3fy0057iecu825gc9q2fhn7.png/59px-%E7%8C%8E%E9%AD%94%E7%A4%BC%E5%B8%BD.png
猩红武装(希尔达专属),衣服,437,0,0,65,0,0,生命+437，防御+65,生命，防御+5%。携带技能无视COST限制。近战攻击进入战斗时，战前使敌军武器技能失效（最大生命值除外），当目标为非玩家英雄时，效果替换为‘攻击、智力降低25%’，持续1回合。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/04/0klr48otvrh86b8qimsvfblkdzax691.png/51px-%E7%8C%A9%E7%BA%A2%E6%AD%A6%E8%A3%85.png
王座守卫,武器,364,118,0,0,0,0,生命+364，攻击+118,攻击+10%，生命+5%。,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/34/j071zrn7j46q9zjml01qxy0384ytfw1.png/59px-%E7%8E%8B%E5%BA%A7%E5%AE%88%E5%8D%AB.png
王者之冠,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命、魔防+5%。行动结束时、使相邻的1名其他友军“造成伤害”提升20%，持续1回合。,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/7e/597yz298tn4jwsmaa3vvj4o3noshpm8.png/59px-%E7%8E%8B%E8%80%85%E4%B9%8B%E5%86%A0.png
琅月清尘(梓专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命，防御+5%。[双元护体]存在期间，技能伤害提升10%。遭受致命伤害时，若同时拥有[刚]、[柔]和[双元护体]，则消耗它们抵挡本次伤害，并恢复50%生命值。（该效果每场战斗最多触发1次）,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/36/83z95tgj8wqjyub50hammjproa4rxta.png/59px-%E7%90%85%E6%9C%88%E6%B8%85%E5%B0%98.png
璨月晶铠(海伦娜专属),衣服,437,0,0,65,0,0,生命+437，防御+65,生命、防御+5%。行动结束时，对自身周围1圈施加1回合的特殊效果[璨晶]，自身处于友方[璨晶]地形时部队遭受伤害降低15%，且被攻击受到伤害后恢复自身30%生命值。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4d/db50ycamskeeot6ftkmjap7g6ypxy1z.png/59px-%E7%92%A8%E6%9C%88%E6%99%B6%E9%93%A0.png
皇权禁铠(奥托克拉托四世专属),衣服,437,0,0,65,0,0,生命+437，防御+65,防御、魔防+5%。主动造成伤害时，偷取敌军1个强化效果。全场敌军每有1个[挑拨]，部队除生命外全属性+2%(最高10%)。,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/0h4praltbpgqcbahmft3krz8z4dee41.png/57px-%E7%9A%87%E6%9D%83%E7%A6%81%E9%93%A0.png
盛夏的追忆(伊露希亚专属),武器,583,85,0,0,0,0,生命+583，攻击+85,防御、魔防+5%。被攻击进入战斗前，给自己施加“驭水”效果，持续1回合。在水中时，替自身1圈范围内的友军承受所有攻击。,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/54/2u4mmrss58sw01fmeqe24ynhh1gspra.png/57px-%E7%9B%9B%E5%A4%8F%E7%9A%84%E8%BF%BD%E5%BF%86.png
盛绽之环(茉专属),头盔,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时，使得自身获得“周围3格范围内所有部队所处地形视为‘草地’”，持续1回合。（[触发冷却]该效果触发后，需要间隔3回合才能再次触发）,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/0b/9em92x44g8vkzct495n24xsbygjimtx.png/59px-%E7%9B%9B%E7%BB%BD%E4%B9%8B%E7%8E%AF.png
盟誓礼剑,武器,437,107,0,0,0,0,生命+437，攻击+107,攻击、防御+5%。拥有“超绝强化”特殊效果时，攻击、防御额外+5%。,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/35/jlathshxmeou7prjvfldc4r7qkbvbs1.png/59px-%E7%9B%9F%E8%AA%93%E7%A4%BC%E5%89%91.png
真十字架,饰品,509,0,75,0,0,0,生命+509，智力+75,治疗效果+15%。和魔族、法师战斗时，智力、魔防、防御提升20%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/27/jxcsojv5wveau74s15j2fhpu1jdn4cu.png/55px-%E7%9C%9F%E5%8D%81%E5%AD%97%E6%9E%B6.png
真格的英豪(里奇专属),头饰,583,0,0,0,48,0,生命+583，魔防+48,生命，防御+5%。与防御方向的敌军交战时，英雄造成伤害提升10%。若场上存在名为“雪露法妮尔”的友军时，双方技能伤害提升5%。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e8/9xkv16hifzbzl993jjkwn5d6il82pbw.png/52px-%E7%9C%9F%E6%A0%BC%E7%9A%84%E8%8B%B1%E8%B1%AA.png
真理的门扉,武器,583,0,85,0,0,0,生命+583，智力+85,主动攻击时，智力、防御、魔防提升15%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4f/p9jei3n68u7iq7061xyrtm6wcx7opza.png/59px-%E7%9C%9F%E7%90%86%E7%9A%84%E9%97%A8%E6%89%89.png
真红死神,武器,364,118,0,0,0,0,生命+364，攻击+118,攻击+10%。 主动造成伤害前，若敌军生命低于100%，则此次伤害提升5%，并在伤害后追加1次[固定伤害]，伤害值为英雄攻击的0.5倍。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/61/fsx6yagga3kr65zcpp4ijus2xj5qa4g.png/59px-%E7%9C%9F%E7%BA%A2%E6%AD%BB%E7%A5%9E.png
石像鬼外套,衣服,509,0,0,59,0,0,生命+509，防御+59,生命+5%。被攻击时，防御提升15%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4e/kne177bwle68e9cm3nhyxm35bv1swds.png/59px-%E7%9F%B3%E5%83%8F%E9%AC%BC%E5%A4%96%E5%A5%97.png
破晓晨风(杰斯专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时若本回合造成过伤害，当前冷却时间最短的技能冷却时间减少1回合。全场每有1个友军施加的[奥术辉痕]，部队无视敌军5%魔防（最多无视20%）。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/4c/cmg0mya73nrx1fe7mt8t7a1d5lyxhur.png/52px-%E7%A0%B4%E6%99%93%E6%99%A8%E9%A3%8E.png
破阵之芒,武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。主动攻击进入战斗前，每移动1格，造成伤害提升2%，最高提升10%，移动大于或等于3格时，战后使得敌军无法护卫，持续1回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a6/r31lcxna7wy6fvru6abvcw8saizrwzs.png/59px-%E7%A0%B4%E9%98%B5%E4%B9%8B%E8%8A%92.png
碎星,武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%，防御+5%。,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/95/7l7arz13a36jw4fgzl53z3651kavq8i.png/57px-%E7%A2%8E%E6%98%9F.png
神圣指环,饰品,0,0,75,0,43,0,智力+75，魔防+43,智力+8%。免疫“无法使用技能”。,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/f9/ky6ptvsyttaawurw2qwno31y71fhqle.png/59px-%E7%A5%9E%E5%9C%A3%E6%8C%87%E7%8E%AF.png
神翼护胫,饰品,0,75,0,43,0,0,攻击+75，防御+43,攻击+8%。被攻击时，防御提升10%。,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c5/7wq37toqhmirkm6szlw5mkp2l2oqvaw.png/59px-%E7%A5%9E%E7%BF%BC%E6%8A%A4%E8%83%AB.png
神行靴,饰品,509,0,0,48,0,0,生命+509，防御+48,防御+8%，移动力+1。,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/0d/k6bwxl54nfnae0jnicwy5fde92v7fhb.png/51px-%E7%A5%9E%E8%A1%8C%E9%9D%B4.png
神谕者(女神化身专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+5%。在行动结束时，如果本回合未造成过伤害且没有移动，则可再次行动。（[触发冷却]再行动效果需要间隔4回合才可以再次触发）,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c7/2a07usbsqe4llcx1yli8re22rbkskn1.png/59px-%E7%A5%9E%E8%B0%95%E8%80%85.png
福金之翼,衣服,583,0,0,54,0,0,生命+583，防御+54,生命+5%。被近战攻击时，防御、魔防提升15%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/3b/imxqqhqjglj67stsvdrhcpgpnplckxv.png/51px-%E7%A6%8F%E9%87%91%E4%B9%8B%E7%BF%BC.png
突击头饰,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+5%。主动攻击时，防御和魔防提升10%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/f1/rvs2o1xkgahgler1oy00yxif873ryz4.png/54px-%E7%AA%81%E5%87%BB%E5%A4%B4%E9%A5%B0.png
突击猎装,衣服,509,0,0,59,0,0,生命+509，防御+59,生命+5%。主动攻击时，防御和魔防提升10%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c4/0s86lz5jwbcnhyg94srldpaqmjr9rd4.png/59px-%E7%AA%81%E5%87%BB%E7%8C%8E%E8%A3%85.png
笠(雾风专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,防御、魔防+5%。部队生命值100%时，技巧+30%。,0,0,0,0.05,0.05,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5d/f5759gg5796fyet6273pjh36h1ld92x.png/59px-%E7%AC%A0.png
米约尔尼尔,武器,583,85,0,0,0,0,生命+583，攻击+85,攻击+10%。主动攻击进入战斗前，100单点%概率驱散敌军身上1个强化效果。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/9a/gfi3mmc1911z054030i9uhcbhwtd9ha.png/56px-%E7%B1%B3%E7%BA%A6%E5%B0%94%E5%B0%BC%E5%B0%94.png
精灵石之戒,饰品,509,75,0,0,0,0,生命+509，攻击+75,主动进入战斗时，攻击、防御提升8%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/f9/5r06grio2w54gklp5ksxczrj31plp69.png/59px-%E7%B2%BE%E7%81%B5%E7%9F%B3%E4%B9%8B%E6%88%92.png
精灵腰带,饰品,509,0,0,48,0,0,生命+509，防御+48,被远程攻击时，战斗中防御、魔防提升10%。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/6e/3bdsg3576ghw12h9g6ech4zbm0lr8k8.png/59px-%E7%B2%BE%E7%81%B5%E8%85%B0%E5%B8%A6.png
索尔的项链,饰品,0,75,0,43,0,0,攻击+75，防御+43,攻击+5%。主动进入战斗时，战后50%概率对敌军造成一次固定伤害，伤害值为英雄攻击的1倍。,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/cb/lybi10mg1xfi51xdwmryey2blolxqm1.png/59px-%E7%B4%A2%E5%B0%94%E7%9A%84%E9%A1%B9%E9%93%BE.png
累世冥渊(里奥贝克专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。施加的[契约]不可驱散。[冥炎侵蚀]造成伤害后冷却时间减少，减少的数值为[冥炎侵蚀]命中的敌军数量（最大减少3回合）。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/2b/lf6nhxbbpv4b0b6tlm6jfjka998p1kg.png/59px-%E7%B4%AF%E4%B8%96%E5%86%A5%E6%B8%8A.png
红月之心(雷因法鲁斯专属),饰品,0,75,0,0,0,37,攻击+75，技巧+37,攻击+5%，移动力+1。当拥有4层及以上[异星之力]时，移动时无视敌军单位阻挡。拥有7层[异星之力]时，造成伤害后对敌人施加一个强力弱化效果。,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c6/sghau49ysqwjisghmwguzxnqs4dl302.png/58px-%E7%BA%A2%E6%9C%88%E4%B9%8B%E5%BF%83.png
红色之月,武器,437,0,107,0,0,0,生命+437，智力+107,智力+10%，生命+5%。,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/19/k5vk6gvmkj627a0lf6eb1vyjt7hjq2v.png/59px-%E7%BA%A2%E8%89%B2%E4%B9%8B%E6%9C%88.png
红色小棉袜,饰品,0,75,0,0,43,0,攻击+75，魔防+4,攻击+5%，移动力+1 。 ,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5c/avr2mg33qnw8nuwy47cxz95ezntcdji.png/59px-%E7%BA%A2%E8%89%B2%E5%B0%8F%E6%A3%89%E8%A2%9C.png
红色缎带,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。行动结束时， 如果部队生命低于50%，则恢复20%生命。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/15/hzsy4dudqhuq0gm9r7e9nsc50fkuiyi.png/59px-%E7%BA%A2%E8%89%B2%E7%BC%8E%E5%B8%A6.png
纷争调停者,武器,364,118,0,0,0,0,生命+364，攻击+118,攻击+10%。主动进入战斗前，有50%的概率使敌军的被动技能无法生效，持续2回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/9f/f4fg1dxg8udcjgokwk94g7jcr0gg0tt.png/58px-%E7%BA%B7%E4%BA%89%E8%B0%83%E5%81%9C%E8%80%85.png
绝命除尘令(梅雅专属),武器,437,0,107,0,0,0,生命+437，智力+107,智力+10%。部队移动方式变为「飞行」。范围技能可以清除命中区域的敌方地形效果。在行动结束时，驱散2格内所有友军部队1个弱化效果。,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/36/cq1n307lud2fauses243h4pmo0xlwl9.png/58px-%E7%BB%9D%E5%91%BD%E9%99%A4%E5%B0%98%E4%BB%A4.png
绝翼战甲(文森特专属),衣服,509,0,0,59,0,0,生命+509，防御+59,每移动1格，暴击率提升5%(最高15%)。主动攻击发生暴击后，驱散敌军1个强化效果。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/2d/llqb38uvtbnnwcl8pbhpipl6n9ps5yq.png/59px-%E7%BB%9D%E7%BF%BC%E6%88%98%E7%94%B2.png
统御锋芒(洛维奈尔大帝专属),武器,437,107,0,0,0,0,生命+437，攻击+107,攻击、生命+5%。拥有超绝强化特殊效果时，释放范围技能时技能范围+1。部署友军后使其“造成伤害提升10%”，持续2回合。部署后天赋获得的自身移动力提升效果持续回合+1。,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/48/474goxkgngj38kpmz4r894h1o6n76si.png/59px-%E7%BB%9F%E5%BE%A1%E9%94%8B%E8%8A%92.png
群星斗篷,衣服,583,0,0,54,0,0,生命+583，防御+54,魔防+10%，生命+5%,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/iefvzeld375oklzg9cpb9gjyciyg5v8.png/59px-%E7%BE%A4%E6%98%9F%E6%96%97%E7%AF%B7.png
耶梦加得之眼,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命、防御+5%。行动结束时，有50%的概率使自身2格范围内的1个敌军“造成伤害”降低15%，持续1回合。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/lt85qe4f2phrypdbsbivjm1m7dfd9z2.png/56px-%E8%80%B6%E6%A2%A6%E5%8A%A0%E5%BE%97%E4%B9%8B%E7%9C%BC.png
自警团之盔(阿雷斯专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命、防御+5%。自身拥有“超绝强化”特殊效果时，英雄普通攻击伤害提升30%，主动攻击进入战斗前额外获得1个[掠阵]。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/b1/mj01w57712kzb39su5mug73nmfegtm1.png/56px-%E8%87%AA%E8%AD%A6%E5%9B%A2%E4%B9%8B%E7%9B%94.png
芳华诗冠(克里斯蒂安妮专属),头饰,583,0,0,0,48,0,生命+583，魔防+48,防御，魔防+5%。免疫位移效果。触发天赋“受到致命伤害时不会死亡效果”时，获得花语·彼岸花（花语效果无法叠加，拥有花语·彼岸花时，不会再获得其他花语）,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/98/0ygvvh94lyobnbhg5s19m02j6iu1t3q.png/59px-%E8%8A%B3%E5%8D%8E%E8%AF%97%E5%86%A0.png
苍白之杖,武器,437,0,107,0,0,0,生命+437，智力+107,使用单体技能时，伤害提升15%。主动进入战斗前，有50%的概率使得敌军遭受一个弱化状态。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/0a/11flkw82riyt5qzu1339ejhw1ovwpm6.png/59px-%E8%8B%8D%E7%99%BD%E4%B9%8B%E6%9D%96.png
苍白天启,头饰,437,0,0,0,59,0,生命+437，魔防+59,魔防+10%。行动结束时，有50%的概率使自身2格范围内的1个敌军“无法遭受治疗”，持续1回合。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/fc/4j7n498rkhvt0468pql4614vq1bd5xn.png/53px-%E8%8B%8D%E7%99%BD%E5%A4%A9%E5%90%AF.png
荆棘皇冠(芙蕾雅专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,魔防+10%。被攻击进入战斗前，对敌军造成固定伤害，伤害值为英雄魔防的2倍。,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e1/mwgxvy75nyzvnoyhggxdbwrda5rjt5w.png/59px-%E8%8D%86%E6%A3%98%E7%9A%87%E5%86%A0.png
荣耀的传承(艾米莉亚专属),武器,583,85,0,0,0,0,生命+583，攻击+85,防御、魔防+5%。被攻击进入战斗时，部队遭受物理伤害降低10%。自身拥有[圣卫]或[高阶圣卫]效果时，英雄可以对远程攻击进行反击。,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1b/8ddra5195euzzwe7kb6e0k05lctnzow.png/59px-%E8%8D%A3%E8%80%80%E7%9A%84%E4%BC%A0%E6%89%BF.png
莎拉维尔,武器,0,96,0,0,0,54,攻击+96，技巧+54,暴击率提升10%。暴击时战斗后，对敌军造成一次固定伤害，伤害值为自身攻击的1倍。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/4uitgdyjb2tfvroa3itkt0sbav6w1gs.png/54px-%E8%8E%8E%E6%8B%89%E7%BB%B4%E5%B0%94.png
蓝色之月,武器,437,0,107,0,0,0,生命+437，智力+107,智力+10%，魔防+5%。,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a9/a40axmzplq8ng4czqffep2kud5z07sg.png/59px-%E8%93%9D%E8%89%B2%E4%B9%8B%E6%9C%88.png
